Trial,DAP,PlotID,Plot,row,range,Name,Total.yield,spec.grav,vine.maturity,Red,Green,Blue,NGRDI,BGI,GLI,PH,Volume,Canopy
chips_HARS_2022,28,145,145,5,11,W19027-13,466.4066,1.071,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,146,146,6,11,MSGG212-4,636.15145,1.082,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,147,147,7,11,MSGG282-20,598.73825,1.072,6,86,88.5151519775391,53.8787879943848,0.0147058609873056,0.607364773750305,0.117945082485676,0,0,0.13
chips_HARS_2022,28,148,148,8,11,W19028-2,529.9558,1.076,5,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,149,149,9,11,Atlantic,643.1997,1.076,9,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,15,15,14,2,MSGG207-1,597.1108,1.058,5,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,150,150,10,11,W19023-21,578.0291,1.069,5,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,151,151,11,11,W19026-14,510.49295,1.058,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,152,152,12,11,W19031-8,695.93755,1.081,9,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,153,153,13,11,W19020-16,267.6762,1.063,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,154,154,14,11,W19019-2,448.17795,1.083,9,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,155,155,14,12,MSGG302-1,527.92905,1.073,8,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,156,156,13,12,W19027-17,392.3546,1.068,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,157,157,12,12,ND176Y-1,569.8253,1.064,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,158,158,11,12,W19026-21,664.82845,1.074,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,159,159,10,12,W17039-31,596.11255,1.084,9,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,16,16,13,2,W19012-13,471.5491,1.07,5,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,160,160,9,12,W19009-26,526.5315,1.076,8,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,161,161,8,12,W19031-7,520.5299,1.077,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,162,162,7,12,MSGG302-3,545.9641,1.074,8,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,163,163,6,12,W19MSU1-21,547.18015,1.064,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,164,164,5,12,W19020-6,540.1077,1.075,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,165,165,4,12,MN19TX18120-1,317.8549,1.077,NA,79,79.5,48.5,0.00310559011995792,0.609924018383026,0.109954662621021,0,0,0.008
chips_HARS_2022,28,166,166,3,12,MSGG426-2,580.316,1.072,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,167,167,2,12,W16219-8,529.1814,1.078,9,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,168,168,1,12,W19032-4,488.34995,1.067,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,169,169,1,13,W19012-9,470.56295,1.075,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,17,17,12,2,W19022-5,663.54585,1.069,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,170,170,2,13,W17065-11,585.6037,1.087,9,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,171,171,3,13,W19013-1,505.61665,1.077,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,172,172,4,13,W19022-25,405.471,1.077,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,173,173,5,13,W19013-4,473.26125,1.074,9,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,174,174,6,13,W19027-14,686.2757,1.075,8,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,175,175,7,13,W19MSU1-20,527.197,1.069,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,176,176,8,13,W19027-51,464.90015,1.081,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,177,177,9,13,ND1734-7,638.55935,1.067,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,178,178,10,13,W19003-6,473.67265,1.08,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,179,179,11,13,W19012-28,516.8031,1.082,9,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,18,18,11,2,W17065-11,599.19805,1.088,9,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,180,180,12,13,W15200-3,433.41595,1.077,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,181,181,13,13,W17039-7,668.9848,1.073,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,182,182,14,13,Snowden,537.82685,1.075,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,183,183,14,14,FILL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,184,184,13,14,W19ND1810Y-5,381.25285,1.068,5,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,185,185,12,14,ND1789-1,610.46315,1.076,6,86,86.4000015258789,58.2000007629395,0.00228571426123381,0.673484861850739,0.0902377814054489,0,0,0.02
chips_HARS_2022,28,186,186,11,14,W19024-16,500.86135,1.086,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,187,187,10,14,W19003-3,414.5944,1.091,8,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,188,188,9,14,W19012-24,463.15775,1.092,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,189,189,8,14,W19022-2,379.6738,1.08,9,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,19,19,10,2,W19028-32,445.91525,1.068,4,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,190,190,7,14,W19018-3,469.00205,1.081,8,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,191,191,6,14,W19027-37,639.17645,1.065,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,192,192,5,14,W19002-7,510.2086,1.07,9,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,193,193,4,14,Pike,413.14845,1.075,8,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,194,194,3,14,Lamoka,462.8855,1.071,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,195,195,2,14,Hodag,676.5473,1.077,8,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,196,196,1,14,MSGG349-3,465.5838,1.065,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,2,2,2,1,W19016-2,430.83865,1.072,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,20,20,9,2,W19024-6,408.7017,1.073,9,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,21,21,8,2,Pike,416.4336,1.074,8,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,22,22,7,2,Atlantic,706.519,1.078,8,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,23,23,6,2,Snowden,608.7147,1.077,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,24,24,5,2,W19028-17,490.37065,1.07,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,25,25,4,2,MSGG409-2,562.38985,1.071,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,26,26,3,2,MSGG242-1,531.8313,1.079,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,27,27,2,2,W19024-23,599.2767,1.061,5,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,28,28,1,2,W19015-3,655.54775,1.076,9,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,29,29,1,3,W19027-10,576.15965,1.065,5,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,3,3,3,1,W19ND1810Y-8,642.9819,1.066,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,30,30,2,3,W17039-7,739.40075,1.076,7,92.9565200805664,93.4782638549805,67.5217361450195,0.00285783596336842,0.722053110599518,0.0763402432203293,0,0,0.091
chips_HARS_2022,28,31,31,3,3,W19ND1810Y-6,412.43455,1.074,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,32,32,4,3,W19021-2,478.44005,1.08,8,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,33,33,5,3,W19008-2,650.27215,1.073,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,34,34,6,3,ND14348ABC-1,298.13795,1.066,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,35,35,7,3,W19MSU1-23,619.2417,1.072,9,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,36,36,8,3,W19024-29,619.3869,1.08,9,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,37,37,9,3,Lamoka,378.36095,1.073,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,38,38,10,3,W19002-14,519.37435,1.072,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,39,39,11,3,MSGG294-1,474.10825,1.065,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,4,4,4,1,W19002-2,531.6377,1.073,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,40,40,12,3,W19027-52,573.9272,1.073,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,41,41,13,3,W19026-13,624.01515,1.065,8,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,42,42,14,3,W19023-13,515.91375,1.066,9,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,43,43,14,4,W19MSU2-10,512.91295,1.064,5,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,44,44,13,4,W19ND1810Y-7,522.2602,1.077,4,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,45,45,12,4,W19029-14,597.31045,1.086,5,91.3235321044922,95.5,62.705883026123,0.0224367473274469,0.656432330608368,0.107268810272217,0,0,0.134
chips_HARS_2022,28,46,46,11,4,ND1780-2,462.1716,1.073,5,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,47,47,10,4,ND1776-11,414.23745,1.07,5,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,48,48,9,4,MN19TX18304-1,682.93005,1.08,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,49,49,8,4,W19029-17,618.2979,1.065,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,5,5,5,1,W19007-7,393.26815,1.082,9,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,50,50,7,4,W19026-11,630.6278,1.073,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,51,51,6,4,MSGG343-1,576.444,1.077,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,52,52,5,4,W17049-10,481.2049,1.079,5,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,53,53,4,4,MSHH664-01,623.93045,1.06,9,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,54,54,3,4,W19017-3,327.22635,1.078,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,55,55,2,4,W19024-18,590.64335,1.085,6,88.0224685668945,90.4606704711914,62.5730323791504,0.0135963810607791,0.692023754119873,0.0913823246955872,0,0,0.352
chips_HARS_2022,28,56,56,1,4,W19027-12,610.324,1.072,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,57,57,1,5,W19021-4,804.9525,1.066,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,58,58,2,5,W19027-40,561.4642,1.075,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,59,59,3,5,MSGG263-1,631.96485,1.072,6,83.5788726806641,90.5466613769531,61.4270629882812,0.042358685284853,0.677026271820068,0.112456068396568,0,0,0.518
chips_HARS_2022,28,6,6,6,1,W19007-18,592.34945,1.081,8,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,60,60,4,5,W19026-15,452.8909,1.081,5,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,61,61,5,5,W19MSU2-8,687.96365,1.067,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,62,62,6,5,W19024-22,465.19055,1.088,5,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,63,63,7,5,W19027-55,773.19,1.061,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,64,64,8,5,W17043-37,529.3145,1.076,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,65,65,9,5,MSGG328-5,895.63595,1.063,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,66,66,10,5,W19026-16,743.50265,1.062,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,67,67,11,5,ND14359ABC-3,431.02015,1.061,5,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,68,68,12,5,W19024-20,563.6543,1.082,5,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,69,69,13,5,MSGG384-2,460.30215,1.067,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,7,7,7,1,W19031-14,694.3948,1.079,8,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,70,70,14,5,W19028-23,560.8229,1.081,9,81.9743576049805,86.7435913085938,55.2051277160645,0.0284981783479452,0.633760690689087,0.117952838540077,0,0,0.154
chips_HARS_2022,28,71,71,14,6,MSGG169-2,471.8032,1.067,8,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,72,72,13,6,Hodag,567.5626,1.073,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,73,73,12,6,W19028-19,551.99595,1.076,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,74,74,11,6,W19027-53,635.8792,1.063,5,91.8000030517578,92.5999984741211,62.2000007629395,0.00428113574162126,0.671576380729675,0.0919963493943214,0,0,0.02
chips_HARS_2022,28,75,75,10,6,MSGG409-3,666.6011,1.07,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,76,76,9,6,W16219-8,499.5848,1.079,9,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,77,77,8,6,W19022-3,499.2339,1.067,5,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,78,78,7,6,W17039-31,588.7497,1.085,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,79,79,6,6,W17060-9,573.40085,1.088,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,8,8,8,1,W19009-15,601.491,1.079,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,80,80,5,6,W19005-7,509.1922,1.091,5,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,81,81,4,6,MSGG195-1,621.05065,1.08,5,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,82,82,3,6,W19027-19,352.80575,1.07,5,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,83,83,2,6,W19023-24,533.9004,1.078,8,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,84,84,1,6,W19026-12,463.95635,1.079,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,85,85,1,7,MN19AF6866-12,352.05555,1.068,5,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,86,86,2,7,W19009-22,639.2793,1.079,6,75.976188659668,76.9920654296875,50.5158729553223,0.00659892661496997,0.655997753143311,0.0980747416615486,0,0,0.498
chips_HARS_2022,28,87,87,3,7,W19026-3,371.64545,1.083,9,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,88,88,4,7,Atlantic,586.5717,1.082,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,89,89,5,7,W19007-11,572.68695,1.071,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,9,9,9,1,W19027-46,468.80845,1.077,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,90,90,6,7,W19023-4,669.1179,1.072,9,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,91,91,7,7,W15200-3,550.4048,1.086,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,92,92,8,7,W19012-14,507.35905,1.085,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,93,93,9,7,W19012-3,577.0732,1.084,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,94,94,10,7,W19027-33,537.724,1.059,5,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,95,95,11,7,W19MSU2-9,547.2951,1.07,5,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,96,96,12,7,Lamoka,625.1344,1.081,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,97,97,13,7,W19008-3,646.48485,1.076,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,98,98,14,7,MSGG276-4,539.3575,1.068,7,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,28,99,99,14,8,W17037-3,642.1591,1.073,6,NA,NA,NA,NA,NA,NA,NA,0,0
chips_HARS_2022,42,1,1,1,1,MSGG190-1,588.2415,1.068,6,52.1816902160645,69.5009231567383,38.6972312927246,0.157210633158684,0.527880251407623,0.231753513216972,0.0938998609781265,0.111258253455162,29.258
chips_HARS_2022,42,10,10,10,1,W19015-4,580.34625,1.082,9,53.8597640991211,71.6049346923828,40.9251518249512,0.153805091977119,0.543771922588348,0.223232746124268,0.0668591111898422,0.0688002854585648,25.412
chips_HARS_2022,42,100,100,13,8,W19031-12,555.23875,1.077,5,51.9450950622559,68.5414047241211,38.8699111938477,0.151729494333267,0.53972339630127,0.222856357693672,0.0301240384578705,0.033220361918211,27.236
chips_HARS_2022,42,101,101,12,8,W19026-20,499.91755,1.069,6,56.0162124633789,68.6244125366211,39.908805847168,0.11412838101387,0.549953401088715,0.197944983839989,0.0151850339025259,0.0113418148830533,18.444
chips_HARS_2022,42,102,102,11,8,W19031-1,707.96495,1.074,6,51.3091468811035,68.9639663696289,38.3928184509277,0.162166401743889,0.528517663478851,0.233255535364151,0.0726552605628967,0.100041195750237,33.999
chips_HARS_2022,42,103,103,10,8,W19022-12,604.395,1.068,6,57.0812797546387,73.7491455078125,40.5917015075684,0.141999065876007,0.520180940628052,0.225282177329063,0.026573970913887,0.0235891807824373,21.92
chips_HARS_2022,42,104,104,9,8,ND1776-8,583.7645,1.068,6,61.6154365539551,75.3184661865234,41.9277114868164,0.108790323138237,0.528023362159729,0.202709421515465,0.0050251348875463,0.00259545026347041,12.754
chips_HARS_2022,42,105,105,8,8,W19009-25,614.58925,1.073,6,44.6245651245117,61.9584274291992,33.0444602966309,0.18306340277195,0.498009234666824,0.258006542921066,0.0890460535883904,0.150225967168808,41.654
chips_HARS_2022,42,106,106,7,8,W17060-9,625.83015,1.087,6,53.120231628418,71.2284851074219,37.572021484375,0.161190375685692,0.494571357965469,0.246489852666855,0.0296374596655369,0.0337055996060371,28.084
chips_HARS_2022,42,107,107,6,8,MSGG268-4,580.83025,1.065,7,47.4133949279785,62.2520980834961,34.8464241027832,0.159442499279976,0.518781960010529,0.237027123570442,0.0214944034814835,0.0215383395552635,24.751
