location,Year,sowing_date,harvest_date,plot.UID,time_since_sowing,Canopy_cover
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160005,57,0.482854309185701
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160005,60,0.589065900427922
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160005,63,0.73641845935911
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160005,66,0.75685506505483
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160005,69,0.92239293407198
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160005,71,0.764328005948118
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160005,78,0.89217047177941
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160005,81,0.899254041013818
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160005,85,0.884046095638274
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160005,88,0.852897064140081
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160005,95,0.869438845346667
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160005,95,0.804620477804835
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160005,103,0.781616428264473
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160005,109,0.832290394790395
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160005,109,0.743740663433401
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160005,117,0.240981189305212
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160005,117,0.164883339813507
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160005,124,0.0268409947180897
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160005,126,0.00905774858288825
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160005,131,0.017451137213707
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160005,137,0.0469251289782016
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160005,145,NA
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160005,151,NA
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,0,0
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,22,0.0190478843663681
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,25,0.0300831795571827
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,29,0.0402298092690805
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,34,0.104628203963522
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,40,0.15003489254559
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,43,0.162600676012315
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,47,0.265583268743901
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,48,0.274661001297593
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,53,0.318245179358946
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,57,0.33746528708468
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,60,0.467430395510525
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,63,0.672599534174196
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,66,NA
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,69,0.827571576799972
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,71,0.88141219025722
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,78,0.925029662237265
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,81,0.921536390834636
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,85,0.926518278126465
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,88,0.928200724984351
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,95,0.920847792558319
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,95,0.916534123770966
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,103,0.912651107826546
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,109,0.924356981009028
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,109,0.875772794997941
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,117,0.436038606725741
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,117,0.416872844504423
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,124,0.14480467550643
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,126,0.0559488702763557
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,131,0.0131666714269053
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,137,0.020024111105705
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,145,0.0249927406360155
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160006,151,0.0490768247547212
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,0,0
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,22,0.0217070281141304
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,25,0.0450319890258132
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,29,0.0697338550899325
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,34,0.137089861936553
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,40,0.187899317019165
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,43,0.224624689515008
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,47,0.37744332651011
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,48,0.41608981986189
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,53,0.508393657620574
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,57,0.561024380857091
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,60,0.679898853384709
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,63,0.84339213912476
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,66,0.836308922311973
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,69,0.934698399038597
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,71,0.88070402038391
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,78,0.907093244976199
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,81,0.902740570651018
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,85,0.900313155321011
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,88,0.910323690812693
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,95,0.88834854629238
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,95,0.819484169346699
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,103,0.790605983801192
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,109,0.770266973723376
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,109,0.661689024513062
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,117,0.0584326735642525
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,117,0.0325513402398713
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,124,0.0359110318851089
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,126,0.0294021626012985
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,131,0.0173926532430067
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,137,0.0110894731147896
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,145,0.0161821627355799
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160007,151,0.0291130380486233
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,0,0
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,22,0.0213348167268693
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,25,0.042116743175406
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,29,0.0537775358105077
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,34,0.125588582859868
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,40,0.197178467148446
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,43,0.191068915517475
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,47,0.31230621854884
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,48,0.340744407075158
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,53,0.44338231188429
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,57,0.474491388925201
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,60,0.59081653891004
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,63,0.774219072944449
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,66,0.785260339141348
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,69,0.917762965881563
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,71,0.831555264516158
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,78,0.90980606657981
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,81,0.912538966309916
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,85,0.900787966430425
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,88,0.894064785824562
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,95,0.871127243333947
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,95,0.856414405995412
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,103,0.849082714306178
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,109,0.875842280521052
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,109,0.826491633754204
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,117,0.354555903438585
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,117,0.293342843273011
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,124,0.063109932174178
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,126,0.0370958701964289
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,131,0.0159413703408117
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,137,0.00846889719699482
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,145,0.00501303992924105
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160008,151,0.00867754055005051
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,0,0
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,22,0.012793894084288
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,25,0.023874031223808
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,29,0.0343228900950453
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,34,0.0969439142873691
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,40,0.149525075016277
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,43,0.165594789935198
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,47,0.298730381751355
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,48,0.318309961193043
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,53,0.389943604568674
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,57,0.394727446758492
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,60,0.527773018821267
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,63,0.695896741048346
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,66,0.709783493829416
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,69,0.850658846007223
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,71,0.753222977310788
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,78,0.879897937385908
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,81,0.895533896736784
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,85,0.881697983993493
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,88,0.871969364651803
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,95,0.888138226901258
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,95,0.855475077507956
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,103,0.825868551760693
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,109,0.813676041873716
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,109,0.713100615265812
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,117,0.200535701638348
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,117,0.179105065833213
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,124,0.06360878644359
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,126,0.0200171294297196
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,131,0.0106663399566367
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,137,0.0119229546677099
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,145,0.00553279437601811
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160009,151,0.00859741442139197
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,0,0
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,22,0.0196304856196197
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,25,0.0513335405980871
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,29,0.0802478118096596
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,34,0.138632220612515
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,40,0.232267260166043
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,43,0.244036808809736
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,47,0.381252941830736
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,48,0.414822031809779
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,53,0.535598843894433
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,57,0.552658230179505
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,60,0.672663642743287
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,63,0.856752331259674
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,66,0.826495402499951
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,69,0.93412355902879
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,71,0.92745258995259
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,78,0.913909513909514
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,81,0.924337661837662
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,85,0.896406708906709
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,88,0.853724328724329
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,95,0.863501413501414
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,95,0.828682666182666
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,103,0.761619174119174
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,109,0.781279081279081
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,109,0.662069074569075
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,117,0.0240663740663741
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,117,0.0182847682847683
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,124,0.0137527637527638
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,126,0.011955361955362
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,131,0.0102566852566853
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,137,0.0148768386686896
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,145,0.0154860904860905
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160010,151,0.0285281358222082
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160011,0,0
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160011,22,0.0203935921799888
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160011,25,0.0508541979076494
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160011,29,0.0809189161134406
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160011,34,0.139978080524886
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160011,40,0.201020322851245
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160011,43,0.223985502298207
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160011,47,0.355806206571943
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160011,48,0.400383917097294
Eschikon,2022,2022-04-21,2022-09-23,FPSB0160011,53,0.525843579335573
