Trial,DAP,Plot,Row,Range,gid,GC,ph,yield
HARS22_chips,96,6,6,1,W19007-18,99.955,0.421618968248367,592.34945
HARS22_chips,105,6,6,1,W19007-18,99.803,0.332250952720642,592.34945
HARS22_chips,0,7,7,1,W19031-14,0,0,694.3948
HARS22_chips,28,7,7,1,W19031-14,0,0,694.3948
HARS22_chips,42,7,7,1,W19031-14,29.414,0.0752005204558372,694.3948
HARS22_chips,50,7,7,1,W19031-14,64.675,0.211323708295822,694.3948
HARS22_chips,62,7,7,1,W19031-14,96.688,0.881006419658661,694.3948
HARS22_chips,77,7,7,1,W19031-14,99.96,0.675995469093323,694.3948
HARS22_chips,84,7,7,1,W19031-14,100.02,0.5472531914711,694.3948
HARS22_chips,96,7,7,1,W19031-14,99.739,0.398605972528458,694.3948
HARS22_chips,105,7,7,1,W19031-14,95.151,0.30975466966629,694.3948
HARS22_chips,0,8,8,1,W19009-15,0,0,601.491
HARS22_chips,28,8,8,1,W19009-15,0,0,601.491
HARS22_chips,42,8,8,1,W19009-15,35.28,0.0734570026397705,601.491
HARS22_chips,50,8,8,1,W19009-15,72.354,0.18443962931633,601.491
HARS22_chips,62,8,8,1,W19009-15,98.415,0.79336416721344,601.491
HARS22_chips,77,8,8,1,W19009-15,99.972,0.618855714797974,601.491
HARS22_chips,84,8,8,1,W19009-15,100.016,0.45139017701149,601.491
HARS22_chips,96,8,8,1,W19009-15,99.959,0.31356492638588,601.491
HARS22_chips,105,8,8,1,W19009-15,97.961,0.255339175462723,601.491
HARS22_chips,0,9,9,1,W19027-46,0,0,468.80845
HARS22_chips,28,9,9,1,W19027-46,0,0,468.80845
HARS22_chips,42,9,9,1,W19027-46,33.356,0.107829429209232,468.80845
HARS22_chips,50,9,9,1,W19027-46,64.697,0.209953188896179,468.80845
HARS22_chips,62,9,9,1,W19027-46,91.604,0.701053440570831,468.80845
HARS22_chips,77,9,9,1,W19027-46,99.94,0.558604538440704,468.80845
HARS22_chips,84,9,9,1,W19027-46,100.016,0.435739755630493,468.80845
HARS22_chips,96,9,9,1,W19027-46,99.996,0.333653718233109,468.80845
HARS22_chips,105,9,9,1,W19027-46,99.508,0.300098985433578,468.80845
HARS22_chips,0,10,10,1,W19015-4,0,0,580.34625
HARS22_chips,28,10,10,1,W19015-4,0,0,580.34625
HARS22_chips,42,10,10,1,W19015-4,25.795,0.066875159740448,580.34625
HARS22_chips,50,10,10,1,W19015-4,62.302,0.203002646565437,580.34625
HARS22_chips,62,10,10,1,W19015-4,77.174,0.687711536884308,580.34625
HARS22_chips,77,10,10,1,W19015-4,99.956,0.612231314182281,580.34625
HARS22_chips,84,10,10,1,W19015-4,100.004,0.488008946180344,580.34625
HARS22_chips,96,10,10,1,W19015-4,100.012,0.365595877170563,580.34625
HARS22_chips,105,10,10,1,W19015-4,99.005,0.298555552959442,580.34625
HARS22_chips,0,11,11,1,MSGG690-1,0,0,330.7051
HARS22_chips,28,11,11,1,MSGG690-1,0.187,0,330.7051
HARS22_chips,42,11,11,1,MSGG690-1,31.152,0.0639027208089828,330.7051
HARS22_chips,50,11,11,1,MSGG690-1,62.57,0.163034409284592,330.7051
HARS22_chips,62,11,11,1,MSGG690-1,84.863,0.664551675319672,330.7051
HARS22_chips,77,11,11,1,MSGG690-1,99.98,0.572417318820953,330.7051
HARS22_chips,84,11,11,1,MSGG690-1,100.024,0.446721136569977,330.7051
HARS22_chips,96,11,11,1,MSGG690-1,99.471,0.317489266395569,330.7051
HARS22_chips,105,11,11,1,MSGG690-1,99.198,0.239347159862518,330.7051
HARS22_chips,0,12,12,1,W17037-3,0,0,651.91775
HARS22_chips,28,12,12,1,W17037-3,0,0,651.91775
HARS22_chips,42,12,12,1,W17037-3,23.341,0.0604326687753201,651.91775
HARS22_chips,50,12,12,1,W17037-3,61.518,0.223749801516533,651.91775
HARS22_chips,62,12,12,1,W17037-3,85.595,0.789130926132202,651.91775
HARS22_chips,77,12,12,1,W17037-3,99.952,0.670771956443787,651.91775
HARS22_chips,84,12,12,1,W17037-3,99.928,0.464430749416351,651.91775
HARS22_chips,96,12,12,1,W17037-3,97.489,0.346810817718506,651.91775
HARS22_chips,105,12,12,1,W17037-3,97.501,0.2541264295578,651.91775
HARS22_chips,0,13,13,1,W19005-5,0,0,545.7342
HARS22_chips,28,13,13,1,W19005-5,0,0,545.7342
HARS22_chips,42,13,13,1,W19005-5,20.919,0.0484187304973602,545.7342
HARS22_chips,50,13,13,1,W19005-5,54.069,0.173410430550575,545.7342
HARS22_chips,62,13,13,1,W19005-5,84.443,0.765353143215179,545.7342
HARS22_chips,77,13,13,1,W19005-5,99.907,0.682272732257843,545.7342
HARS22_chips,84,13,13,1,W19005-5,100.02,0.534313797950745,545.7342
HARS22_chips,96,13,13,1,W19005-5,99.57,0.412400096654892,545.7342
HARS22_chips,105,13,13,1,W19005-5,99.129,0.300517290830612,545.7342
HARS22_chips,0,14,14,1,MSGG365-1,0,0,559.28015
HARS22_chips,28,14,14,1,MSGG365-1,0,0,559.28015
HARS22_chips,42,14,14,1,MSGG365-1,33.827,0.0811689645051956,559.28015
HARS22_chips,50,14,14,1,MSGG365-1,71.975,0.217890590429306,559.28015
HARS22_chips,62,14,14,1,MSGG365-1,89.56,0.740210890769958,559.28015
HARS22_chips,77,14,14,1,MSGG365-1,99.948,0.624451100826263,559.28015
HARS22_chips,84,14,14,1,MSGG365-1,100.02,0.545925974845886,559.28015
HARS22_chips,96,14,14,1,MSGG365-1,97.067,0.393800795078278,559.28015
HARS22_chips,105,14,14,1,MSGG365-1,85.386,0.279000014066696,559.28015
HARS22_chips,0,15,14,2,MSGG207-1,0,0,597.1108
HARS22_chips,28,15,14,2,MSGG207-1,0,0,597.1108
HARS22_chips,42,15,14,2,MSGG207-1,14.468,0.0176960825920105,597.1108
HARS22_chips,50,15,14,2,MSGG207-1,47.321,0.0956890285015106,597.1108
HARS22_chips,62,15,14,2,MSGG207-1,73.824,0.797815144062042,597.1108
HARS22_chips,77,15,14,2,MSGG207-1,99.939,0.671887934207916,597.1108
HARS22_chips,84,15,14,2,MSGG207-1,100.008,0.480033487081528,597.1108
HARS22_chips,96,15,14,2,MSGG207-1,98.441,0.373135149478912,597.1108
HARS22_chips,105,15,14,2,MSGG207-1,96.554,0.266885846853256,597.1108
HARS22_chips,0,16,13,2,W19012-13,0,0,471.5491
HARS22_chips,28,16,13,2,W19012-13,0,0,471.5491
HARS22_chips,42,16,13,2,W19012-13,13.52,0.0132094174623489,471.5491
HARS22_chips,50,16,13,2,W19012-13,43.847,0.0815526023507118,471.5491
HARS22_chips,62,16,13,2,W19012-13,83.798,0.801262557506561,471.5491
HARS22_chips,77,16,13,2,W19012-13,99.964,0.571653008460999,471.5491
HARS22_chips,84,16,13,2,W19012-13,100.004,0.437789797782898,471.5491
HARS22_chips,96,16,13,2,W19012-13,99.293,0.289704084396362,471.5491
HARS22_chips,105,16,13,2,W19012-13,81.844,0.203198134899139,471.5491
HARS22_chips,0,17,12,2,W19022-5,0,0,663.54585
HARS22_chips,28,17,12,2,W19022-5,0,0,663.54585
HARS22_chips,42,17,12,2,W19022-5,21.211,0.0275999996811152,663.54585
HARS22_chips,50,17,12,2,W19022-5,53.68,0.187874898314476,663.54585
HARS22_chips,62,17,12,2,W19022-5,94.234,0.818791031837463,663.54585
HARS22_chips,77,17,12,2,W19022-5,99.923,0.603767991065979,663.54585
HARS22_chips,84,17,12,2,W19022-5,99.928,0.451790273189545,663.54585
HARS22_chips,96,17,12,2,W19022-5,97.742,0.263069212436676,663.54585
HARS22_chips,105,17,12,2,W19022-5,94.305,0.17751681804657,663.54585
HARS22_chips,0,18,11,2,W17065-11,0,0,599.19805
HARS22_chips,28,18,11,2,W17065-11,0,0,599.19805
HARS22_chips,42,18,11,2,W17065-11,21.702,0.0374650694429874,599.19805
HARS22_chips,50,18,11,2,W17065-11,60.985,0.219051823019981,599.19805
HARS22_chips,62,18,11,2,W17065-11,83.231,0.914873480796814,599.19805
HARS22_chips,77,18,11,2,W17065-11,99.718,0.677922010421753,599.19805
HARS22_chips,84,18,11,2,W17065-11,99.94,0.630834400653839,599.19805
HARS22_chips,96,18,11,2,W17065-11,99.301,0.430197030305862,599.19805
HARS22_chips,105,18,11,2,W17065-11,99.299,0.337069779634476,599.19805
HARS22_chips,0,19,10,2,W19028-32,0,0,445.91525
HARS22_chips,28,19,10,2,W19028-32,0,0,445.91525
HARS22_chips,42,19,10,2,W19028-32,12.175,0.0174281429499388,445.91525
HARS22_chips,50,19,10,2,W19028-32,41.989,0.106531172990799,445.91525
HARS22_chips,62,19,10,2,W19028-32,83.231,0.739965260028839,445.91525
HARS22_chips,77,19,10,2,W19028-32,99.952,0.675855994224548,445.91525
HARS22_chips,84,19,10,2,W19028-32,99.976,0.575347065925598,445.91525
HARS22_chips,96,19,10,2,W19028-32,100.025,0.404667347669601,445.91525
HARS22_chips,105,19,10,2,W19028-32,99.222,0.300757586956024,445.91525
HARS22_chips,0,20,9,2,W19024-6,0,0,408.7017
HARS22_chips,28,20,9,2,W19024-6,0,0,408.7017
HARS22_chips,42,20,9,2,W19024-6,1.341,0.00232095713727176,408.7017
HARS22_chips,50,20,9,2,W19024-6,21.749,0.026222875341773,408.7017
HARS22_chips,62,20,9,2,W19024-6,56.843,0.535995841026306,408.7017
HARS22_chips,77,20,9,2,W19024-6,99.931,0.611338138580322,408.7017
HARS22_chips,84,20,9,2,W19024-6,100,0.560643255710602,408.7017
HARS22_chips,96,20,9,2,W19024-6,100.004,0.384505867958069,408.7017
HARS22_chips,105,20,9,2,W19024-6,99.738,0.288763403892517,408.7017
HARS22_chips,0,21,8,2,Pike,0,0,416.4336
HARS22_chips,28,21,8,2,Pike,0,0,416.4336
HARS22_chips,42,21,8,2,Pike,2.7,-0.00377873005345464,416.4336
HARS22_chips,50,21,8,2,Pike,18.876,0.0150255355983973,416.4336
HARS22_chips,62,21,8,2,Pike,54.688,0.565219342708588,416.4336
HARS22_chips,77,21,8,2,Pike,99.794,0.551597535610199,416.4336
HARS22_chips,84,21,8,2,Pike,100.032,0.509848117828369,416.4336
HARS22_chips,96,21,8,2,Pike,100.004,0.398718446493149,416.4336
HARS22_chips,105,21,8,2,Pike,99.972,0.303727716207504,416.4336
HARS22_chips,0,22,7,2,Atlantic,0,0,706.519
HARS22_chips,28,22,7,2,Atlantic,0,0,706.519
HARS22_chips,42,22,7,2,Atlantic,24.666,0.0374514311552048,706.519
HARS22_chips,50,22,7,2,Atlantic,58.587,0.169412240386009,706.519
HARS22_chips,62,22,7,2,Atlantic,89.243,0.957994997501373,706.519
HARS22_chips,77,22,7,2,Atlantic,99.79,0.663151979446411,706.519
HARS22_chips,84,22,7,2,Atlantic,100.036,0.541065275669098,706.519
HARS22_chips,96,22,7,2,Atlantic,99.983,0.340520024299622,706.519
HARS22_chips,105,22,7,2,Atlantic,99.569,0.239189818501472,706.519
HARS22_chips,0,23,6,2,Snowden,0,0,608.7147
HARS22_chips,28,23,6,2,Snowden,0,0,608.7147
HARS22_chips,42,23,6,2,Snowden,20.162,0.032384566962719,608.7147
HARS22_chips,50,23,6,2,Snowden,50.903,0.141917660832405,608.7147
HARS22_chips,62,23,6,2,Snowden,90.676,0.975248336791992,608.7147
HARS22_chips,77,23,6,2,Snowden,99.891,0.750232338905334,608.7147
HARS22_chips,84,23,6,2,Snowden,99.595,0.526601552963257,608.7147
HARS22_chips,96,23,6,2,Snowden,99.975,0.321970820426941,608.7147
HARS22_chips,105,23,6,2,Snowden,96.622,0.2203588783741,608.7147
HARS22_chips,0,24,5,2,W19028-17,0,0,490.37065
HARS22_chips,28,24,5,2,W19028-17,0,0,490.37065
HARS22_chips,42,24,5,2,W19028-17,22.074,0.0258921906352043,490.37065
HARS22_chips,50,24,5,2,W19028-17,61.8,0.179661855101585,490.37065
HARS22_chips,62,24,5,2,W19028-17,92.193,0.782889783382416,490.37065
HARS22_chips,77,24,5,2,W19028-17,99.948,0.590893805027008,490.37065
HARS22_chips,84,24,5,2,W19028-17,100.004,0.451545238494873,490.37065
HARS22_chips,96,24,5,2,W19028-17,100.021,0.298935443162918,490.37065
HARS22_chips,105,24,5,2,W19028-17,97.912,0.230777844786644,490.37065
HARS22_chips,0,25,4,2,MSGG409-2,0,0,562.38985
HARS22_chips,28,25,4,2,MSGG409-2,0,0,562.38985
HARS22_chips,42,25,4,2,MSGG409-2,7.567,0.0011811233125627,562.38985
HARS22_chips,50,25,4,2,MSGG409-2,36.771,0.0547797456383705,562.38985
HARS22_chips,62,25,4,2,MSGG409-2,76.839,0.75702702999115,562.38985
HARS22_chips,77,25,4,2,MSGG409-2,99.871,0.683470845222473,562.38985
HARS22_chips,84,25,4,2,MSGG409-2,100.012,0.534544169902802,562.38985
HARS22_chips,96,25,4,2,MSGG409-2,100.017,0.359230816364288,562.38985
HARS22_chips,105,25,4,2,MSGG409-2,98.227,0.280680775642395,562.38985
HARS22_chips,0,26,3,2,MSGG242-1,0,0,531.8313
HARS22_chips,28,26,3,2,MSGG242-1,0,0,531.8313
HARS22_chips,42,26,3,2,MSGG242-1,22.925,0.0224406253546476,531.8313
HARS22_chips,50,26,3,2,MSGG242-1,62.369,0.182481154799461,531.8313
HARS22_chips,62,26,3,2,MSGG242-1,94.659,0.923207700252533,531.8313
HARS22_chips,77,26,3,2,MSGG242-1,99.818,0.711440861225128,531.8313
HARS22_chips,84,26,3,2,MSGG242-1,99.647,0.57850444316864,531.8313
HARS22_chips,96,26,3,2,MSGG242-1,99.694,0.427882164716721,531.8313
HARS22_chips,105,26,3,2,MSGG242-1,99.347,0.320091724395752,531.8313
HARS22_chips,0,27,2,2,W19024-23,0,0,599.2767
HARS22_chips,28,27,2,2,W19024-23,0,0,599.2767
HARS22_chips,42,27,2,2,W19024-23,20.463,0.0189761091023684,599.2767
HARS22_chips,50,27,2,2,W19024-23,54.313,0.175099581480026,599.2767
HARS22_chips,62,27,2,2,W19024-23,88.527,0.821981072425842,599.2767
HARS22_chips,77,27,2,2,W19024-23,99.98,0.637288749217987,599.2767
HARS22_chips,84,27,2,2,W19024-23,100.02,0.604432940483093,599.2767
HARS22_chips,96,27,2,2,W19024-23,98.391,0.370160490274429,599.2767
HARS22_chips,105,27,2,2,W19024-23,91.447,0.253822207450867,599.2767
HARS22_chips,0,28,1,2,W19015-3,0,0,655.54775
HARS22_chips,28,28,1,2,W19015-3,0,0,655.54775
HARS22_chips,42,28,1,2,W19015-3,23.356,0.0441812612116337,655.54775
HARS22_chips,50,28,1,2,W19015-3,63.108,0.215579316020012,655.54775
HARS22_chips,62,28,1,2,W19015-3,84.383,0.888313293457031,655.54775
HARS22_chips,77,28,1,2,W19015-3,99.818,0.673097789287567,655.54775
HARS22_chips,84,28,1,2,W19015-3,100.036,0.561053931713104,655.54775
HARS22_chips,96,28,1,2,W19015-3,100.004,0.339601337909698,655.54775
HARS22_chips,105,28,1,2,W19015-3,96.272,0.245807498693466,655.54775
HARS22_chips,0,29,1,3,W19027-10,0,0,576.15965
HARS22_chips,28,29,1,3,W19027-10,0,0,576.15965
HARS22_chips,42,29,1,3,W19027-10,17.639,0.015428033657372,576.15965
HARS22_chips,50,29,1,3,W19027-10,56.592,0.140628263354301,576.15965
HARS22_chips,62,29,1,3,W19027-10,92.258,0.943490326404572,576.15965
HARS22_chips,77,29,1,3,W19027-10,99.919,0.617477536201477,576.15965
HARS22_chips,84,29,1,3,W19027-10,100.036,0.469565242528915,576.15965
HARS22_chips,96,29,1,3,W19027-10,98.527,0.309726238250732,576.15965
HARS22_chips,105,29,1,3,W19027-10,93.281,0.243965208530426,576.15965
HARS22_chips,0,30,2,3,W17039-7,0,0,739.40075
HARS22_chips,28,30,2,3,W17039-7,0.092,0,739.40075
HARS22_chips,42,30,2,3,W17039-7,18.299,0.0216958448290825,739.40075
HARS22_chips,50,30,2,3,W17039-7,55.348,0.16227462887764,739.40075
HARS22_chips,62,30,2,3,W17039-7,90.274,0.990186810493469,739.40075
HARS22_chips,77,30,2,3,W17039-7,99.984,0.676548004150391,739.40075
HARS22_chips,84,30,2,3,W17039-7,100.016,0.478818714618683,739.40075
HARS22_chips,96,30,2,3,W17039-7,99.835,0.287251830101013,739.40075
HARS22_chips,105,30,2,3,W17039-7,99.823,0.244077682495117,739.40075
HARS22_chips,0,31,3,3,W19ND1810Y-6,0,0,412.43455
HARS22_chips,28,31,3,3,W19ND1810Y-6,0,0,412.43455
HARS22_chips,42,31,3,3,W19ND1810Y-6,17.069,0.0110448710620403,412.43455
HARS22_chips,50,31,3,3,W19ND1810Y-6,44.017,0.137459024786949,412.43455
HARS22_chips,62,31,3,3,W19ND1810Y-6,77.413,0.846279144287109,412.43455
HARS22_chips,77,31,3,3,W19ND1810Y-6,99.931,0.600198924541473,412.43455
HARS22_chips,84,31,3,3,W19ND1810Y-6,100.02,0.464947760105133,412.43455
HARS22_chips,96,31,3,3,W19ND1810Y-6,98.3,0.302995473146439,412.43455
HARS22_chips,105,31,3,3,W19ND1810Y-6,97.743,0.224526092410088,412.43455
HARS22_chips,0,32,4,3,W19021-2,0,0,478.44005
HARS22_chips,28,32,4,3,W19021-2,0,0,478.44005
HARS22_chips,42,32,4,3,W19021-2,12.624,-0.00131094909738749,478.44005
HARS22_chips,50,32,4,3,W19021-2,44.76,0.0966005250811577,478.44005
HARS22_chips,62,32,4,3,W19021-2,80.219,0.901352822780609,478.44005
HARS22_chips,77,32,4,3,W19021-2,99.968,0.714870929718018,478.44005
HARS22_chips,84,32,4,3,W19021-2,100.008,0.512247681617737,478.44005
HARS22_chips,96,32,4,3,W19021-2,99.595,0.344157934188843,478.44005
HARS22_chips,105,32,4,3,W19021-2,99.863,0.266450136899948,478.44005
HARS22_chips,0,33,5,3,W19008-2,0,0,650.27215
HARS22_chips,28,33,5,3,W19008-2,0,0,650.27215
HARS22_chips,42,33,5,3,W19008-2,17.98,0.00609023123979568,650.27215
HARS22_chips,50,33,5,3,W19008-2,47.749,0.0754380002617836,650.27215
HARS22_chips,62,33,5,3,W19008-2,86.837,0.858457863330841,650.27215
HARS22_chips,77,33,5,3,W19008-2,99.911,0.625690400600433,650.27215
HARS22_chips,84,33,5,3,W19008-2,100,0.485464513301849,650.27215
HARS22_chips,96,33,5,3,W19008-2,99.144,0.31483256816864,650.27215
HARS22_chips,105,33,5,3,W19008-2,99.21,0.245768755674362,650.27215
HARS22_chips,0,34,6,3,ND14348ABC-1,0,0,298.13795
HARS22_chips,28,34,6,3,ND14348ABC-1,0,0,298.13795
HARS22_chips,42,34,6,3,ND14348ABC-1,5.492,0.00155466934666038,298.13795
HARS22_chips,50,34,6,3,ND14348ABC-1,30.221,0.0536650493741035,298.13795
HARS22_chips,62,34,6,3,ND14348ABC-1,60.906,0.738777220249176,298.13795
HARS22_chips,77,34,6,3,ND14348ABC-1,99.927,0.519438028335571,298.13795
HARS22_chips,84,34,6,3,ND14348ABC-1,100.036,0.453288823366165,298.13795
HARS22_chips,96,34,6,3,ND14348ABC-1,97.348,0.253387928009033,298.13795
HARS22_chips,105,34,6,3,ND14348ABC-1,94.382,0.168360367417336,298.13795
HARS22_chips,0,35,7,3,W19MSU1-23,0,0,619.2417
HARS22_chips,28,35,7,3,W19MSU1-23,0,0,619.2417
HARS22_chips,42,35,7,3,W19MSU1-23,24.445,0.031209172680974,619.2417
HARS22_chips,50,35,7,3,W19MSU1-23,64.505,0.196298837661743,619.2417
HARS22_chips,62,35,7,3,W19MSU1-23,95.207,0.98965972661972,619.2417
HARS22_chips,77,35,7,3,W19MSU1-23,99.952,0.681073844432831,619.2417
HARS22_chips,84,35,7,3,W19MSU1-23,100.024,0.573764860630035,619.2417
HARS22_chips,96,35,7,3,W19MSU1-23,99.545,0.395494520664215,619.2417
HARS22_chips,105,35,7,3,W19MSU1-23,98.303,0.286280870437622,619.2417
HARS22_chips,0,36,8,3,W19024-29,0,0,619.3869
HARS22_chips,28,36,8,3,W19024-29,0,0,619.3869
HARS22_chips,42,36,8,3,W19024-29,26.415,0.0405234545469284,619.3869
HARS22_chips,50,36,8,3,W19024-29,63.375,0.206192523241043,619.3869
HARS22_chips,62,36,8,3,W19024-29,93.096,0.988209664821625,619.3869
HARS22_chips,77,36,8,3,W19024-29,99.899,0.742710113525391,619.3869
HARS22_chips,84,36,8,3,W19024-29,100.008,0.594356954097748,619.3869
HARS22_chips,96,36,8,3,W19024-29,98.772,0.379818797111511,619.3869
HARS22_chips,105,36,8,3,W19024-29,98.218,0.291199594736099,619.3869
HARS22_chips,0,37,9,3,Lamoka,0,0,378.36095
HARS22_chips,28,37,9,3,Lamoka,0,0,378.36095
HARS22_chips,42,37,9,3,Lamoka,7.051,0.00580853642895818,378.36095
HARS22_chips,50,37,9,3,Lamoka,34.993,0.0435138344764709,378.36095
HARS22_chips,62,37,9,3,Lamoka,84.023,0.830597460269928,378.36095
HARS22_chips,77,37,9,3,Lamoka,99.948,0.595730841159821,378.36095
HARS22_chips,84,37,9,3,Lamoka,99.992,0.482517629861832,378.36095
HARS22_chips,96,37,9,3,Lamoka,96.273,0.291056245565414,378.36095
HARS22_chips,105,37,9,3,Lamoka,93.1,0.220142066478729,378.36095
HARS22_chips,0,38,10,3,W19002-14,0,0,519.37435
HARS22_chips,28,38,10,3,W19002-14,0,0,519.37435
HARS22_chips,42,38,10,3,W19002-14,18.181,0.0051475209183991,519.37435
HARS22_chips,50,38,10,3,W19002-14,53.329,0.0763290002942085,519.37435
HARS22_chips,62,38,10,3,W19002-14,91.55,0.833282351493835,519.37435
HARS22_chips,77,38,10,3,W19002-14,99.984,0.651085436344147,519.37435
HARS22_chips,84,38,10,3,W19002-14,100.048,0.443236798048019,519.37435
HARS22_chips,96,38,10,3,W19002-14,100.012,0.243496239185333,519.37435
HARS22_chips,105,38,10,3,W19002-14,99.412,0.178336158394814,519.37435
HARS22_chips,0,39,11,3,MSGG294-1,0,0,474.10825
HARS22_chips,28,39,11,3,MSGG294-1,0,0,474.10825
HARS22_chips,42,39,11,3,MSGG294-1,16.52,0.0169984698295593,474.10825
HARS22_chips,50,39,11,3,MSGG294-1,50.903,0.134283408522606,474.10825
HARS22_chips,62,39,11,3,MSGG294-1,87.413,1.01441192626953,474.10825
HARS22_chips,77,39,11,3,MSGG294-1,99.891,0.698577225208282,474.10825
HARS22_chips,84,39,11,3,MSGG294-1,100.02,0.474790006875992,474.10825
HARS22_chips,96,39,11,3,MSGG294-1,98.42,0.267298966646194,474.10825
HARS22_chips,105,39,11,3,MSGG294-1,95.466,0.196406170725822,474.10825
HARS22_chips,0,40,12,3,W19027-52,0,0,573.9272
HARS22_chips,28,40,12,3,W19027-52,0,0,573.9272
HARS22_chips,42,40,12,3,W19027-52,20.189,0.0225746687501669,573.9272
HARS22_chips,50,40,12,3,W19027-52,45.789,0.132418408989906,573.9272
HARS22_chips,62,40,12,3,W19027-52,92.731,0.831360757350922,573.9272
HARS22_chips,77,40,12,3,W19027-52,99.968,0.647886872291565,573.9272
HARS22_chips,84,40,12,3,W19027-52,100.016,0.450752347707748,573.9272
HARS22_chips,96,40,12,3,W19027-52,98.259,0.275465190410614,573.9272
HARS22_chips,105,40,12,3,W19027-52,94.107,0.212699800729752,573.9272
HARS22_chips,0,41,13,3,W19026-13,0,0,624.01515
HARS22_chips,28,41,13,3,W19026-13,0,0,624.01515
HARS22_chips,42,41,13,3,W19026-13,28.55,0.0330176949501038,624.01515
HARS22_chips,50,41,13,3,W19026-13,70.774,0.24716891348362,624.01515
HARS22_chips,62,41,13,3,W19026-13,98.974,0.912040948867798,624.01515
HARS22_chips,77,41,13,3,W19026-13,99.944,0.580655872821808,624.01515
HARS22_chips,84,41,13,3,W19026-13,100.008,0.44753959774971,624.01515
