trial,year,loc,DAP,Plot,Row,Range,gid,Canopy,GLI
HARS20_chips,2020,HARS,0,107,9,8,W17037-89,0,0
HARS20_chips,2020,HARS,29,107,9,8,W17037-89,0,-0.00253182416781783
HARS20_chips,2020,HARS,36,107,9,8,W17037-89,1.61,-0.00778690725564957
HARS20_chips,2020,HARS,42,107,9,8,W17037-89,19.997,0.048737421631813
HARS20_chips,2020,HARS,56,107,9,8,W17037-89,67.858,0.218943640589714
HARS20_chips,2020,HARS,76,107,9,8,W17037-89,100,0.372324109077454
HARS20_chips,2020,HARS,92,107,9,8,W17037-89,100,0.304729282855988
HARS20_chips,2020,HARS,100,107,9,8,W17037-89,100,0.208639413118362
HARS20_chips,2020,HARS,0,108,10,8,W17043-1,0,0
HARS20_chips,2020,HARS,29,108,10,8,W17043-1,0,-0.00156750285532326
HARS20_chips,2020,HARS,36,108,10,8,W17043-1,0.677,-0.00933473277837038
HARS20_chips,2020,HARS,42,108,10,8,W17043-1,21.357,0.0492534637451172
HARS20_chips,2020,HARS,56,108,10,8,W17043-1,63.333,0.185693621635437
HARS20_chips,2020,HARS,76,108,10,8,W17043-1,99.796,0.346029251813889
HARS20_chips,2020,HARS,92,108,10,8,W17043-1,99.796,0.290292471647263
HARS20_chips,2020,HARS,100,108,10,8,W17043-1,99.796,0.149193271994591
HARS20_chips,2020,HARS,0,109,11,8,W17039-19,0,0
HARS20_chips,2020,HARS,29,109,11,8,W17039-19,0,-0.00281318067573011
HARS20_chips,2020,HARS,36,109,11,8,W17039-19,0.649,-0.010256627574563
HARS20_chips,2020,HARS,42,109,11,8,W17039-19,20.498,0.0478474870324135
HARS20_chips,2020,HARS,56,109,11,8,W17039-19,71.298,0.235567048192024
HARS20_chips,2020,HARS,76,109,11,8,W17039-19,99.501,0.341598510742188
HARS20_chips,2020,HARS,92,109,11,8,W17039-19,99.501,0.26093864440918
HARS20_chips,2020,HARS,100,109,11,8,W17039-19,99.501,0.189607158303261
HARS20_chips,2020,HARS,0,11,11,1,W17056-8,0,0
HARS20_chips,2020,HARS,29,11,11,1,W17056-8,0,0.00208051106892526
HARS20_chips,2020,HARS,36,11,11,1,W17056-8,6.129,0.0104958610609174
HARS20_chips,2020,HARS,42,11,11,1,W17056-8,37.317,0.08904629945755
HARS20_chips,2020,HARS,56,11,11,1,W17056-8,92.647,0.336335450410843
HARS20_chips,2020,HARS,76,11,11,1,W17056-8,100,0.382810741662979
HARS20_chips,2020,HARS,92,11,11,1,W17056-8,100,0.302423238754272
HARS20_chips,2020,HARS,100,11,11,1,W17056-8,100,0.170975521206856
HARS20_chips,2020,HARS,0,110,12,8,W17062-1,0,0
HARS20_chips,2020,HARS,29,110,12,8,W17062-1,0,-0.00349751859903336
HARS20_chips,2020,HARS,36,110,12,8,W17062-1,1.318,-0.010117550380528
HARS20_chips,2020,HARS,42,110,12,8,W17062-1,22.296,0.0525434128940105
HARS20_chips,2020,HARS,56,110,12,8,W17062-1,85.613,0.304848670959473
HARS20_chips,2020,HARS,76,110,12,8,W17062-1,100,0.384253144264221
HARS20_chips,2020,HARS,92,110,12,8,W17062-1,100,0.315751135349274
HARS20_chips,2020,HARS,100,110,12,8,W17062-1,100,0.245133146643639
HARS20_chips,2020,HARS,0,111,13,8,W17037-62,0,0
HARS20_chips,2020,HARS,29,111,13,8,W17037-62,0,-0.00371389696374536
HARS20_chips,2020,HARS,36,111,13,8,W17037-62,0.16,-0.0146251441910863
HARS20_chips,2020,HARS,42,111,13,8,W17037-62,20.249,0.0480908527970314
HARS20_chips,2020,HARS,56,111,13,8,W17037-62,74.015,0.246054545044899
HARS20_chips,2020,HARS,76,111,13,8,W17037-62,100,0.367082059383392
HARS20_chips,2020,HARS,92,111,13,8,W17037-62,100,0.296608090400696
HARS20_chips,2020,HARS,100,111,13,8,W17037-62,100,0.209713295102119
HARS20_chips,2020,HARS,0,112,14,8,W17042-8,0,0
HARS20_chips,2020,HARS,29,112,14,8,W17042-8,0,-0.00452819745987654
HARS20_chips,2020,HARS,36,112,14,8,W17042-8,0.124,-0.0221513137221336
HARS20_chips,2020,HARS,42,112,14,8,W17042-8,12.51,0.0266418438404799
HARS20_chips,2020,HARS,56,112,14,8,W17042-8,60.813,0.193363770842552
HARS20_chips,2020,HARS,76,112,14,8,W17042-8,99.887,0.370546877384186
HARS20_chips,2020,HARS,92,112,14,8,W17042-8,99.887,0.322536528110504
HARS20_chips,2020,HARS,100,112,14,8,W17042-8,99.887,0.243467420339584
HARS20_chips,2020,HARS,0,113,1,9,W17037-1,0,0
HARS20_chips,2020,HARS,29,113,1,9,W17037-1,0,-0.000900866580195725
HARS20_chips,2020,HARS,36,113,1,9,W17037-1,2.433,0.00306657631881535
HARS20_chips,2020,HARS,42,113,1,9,W17037-1,26.897,0.0674264803528786
HARS20_chips,2020,HARS,56,113,1,9,W17037-1,70.71,0.222754389047623
HARS20_chips,2020,HARS,76,113,1,9,W17037-1,100,0.359009385108948
HARS20_chips,2020,HARS,92,113,1,9,W17037-1,100,0.229681119322777
HARS20_chips,2020,HARS,100,113,1,9,W17037-1,100,0.123331353068352
HARS20_chips,2020,HARS,0,114,2,9,W17051-17,0,0
HARS20_chips,2020,HARS,29,114,2,9,W17051-17,0,-0.00239738915115595
HARS20_chips,2020,HARS,36,114,2,9,W17051-17,2.368,-0.00539864646270871
HARS20_chips,2020,HARS,42,114,2,9,W17051-17,28.012,0.068311870098114
HARS20_chips,2020,HARS,56,114,2,9,W17051-17,81.279,0.253137141466141
HARS20_chips,2020,HARS,76,114,2,9,W17051-17,100,0.366013139486313
HARS20_chips,2020,HARS,92,114,2,9,W17051-17,100,0.338437885046005
HARS20_chips,2020,HARS,100,114,2,9,W17051-17,100,0.281266778707504
HARS20_chips,2020,HARS,0,115,3,9,W17037-21,0,0
HARS20_chips,2020,HARS,29,115,3,9,W17037-21,0,-0.00102720526047051
HARS20_chips,2020,HARS,36,115,3,9,W17037-21,3.001,0.0039085135795176
HARS20_chips,2020,HARS,42,115,3,9,W17037-21,28.729,0.0700524151325226
HARS20_chips,2020,HARS,56,115,3,9,W17037-21,77.357,0.248076215386391
HARS20_chips,2020,HARS,76,115,3,9,W17037-21,100,0.36603718996048
HARS20_chips,2020,HARS,92,115,3,9,W17037-21,100,0.27093294262886
HARS20_chips,2020,HARS,100,115,3,9,W17037-21,100,0.173885554075241
HARS20_chips,2020,HARS,0,116,4,9,W17039-73,0,0
HARS20_chips,2020,HARS,29,116,4,9,W17039-73,0,-0.00269814697094262
HARS20_chips,2020,HARS,36,116,4,9,W17039-73,1.829,-0.00629322649911046
HARS20_chips,2020,HARS,42,116,4,9,W17039-73,23.492,0.0523355454206467
HARS20_chips,2020,HARS,56,116,4,9,W17039-73,71.428,0.191854387521744
HARS20_chips,2020,HARS,76,116,4,9,W17039-73,100,0.336617022752762
HARS20_chips,2020,HARS,92,116,4,9,W17039-73,100,0.279629290103912
HARS20_chips,2020,HARS,100,116,4,9,W17039-73,100,0.192000344395638
HARS20_chips,2020,HARS,0,117,5,9,W17037-55,0,0
HARS20_chips,2020,HARS,29,117,5,9,W17037-55,0,-0.00123950303532183
HARS20_chips,2020,HARS,36,117,5,9,W17037-55,1.923,0.000280633277725428
HARS20_chips,2020,HARS,42,117,5,9,W17037-55,29.49,0.0754643157124519
HARS20_chips,2020,HARS,56,117,5,9,W17037-55,81.359,0.250317722558975
HARS20_chips,2020,HARS,76,117,5,9,W17037-55,100,0.365457653999329
HARS20_chips,2020,HARS,92,117,5,9,W17037-55,100,0.320561319589615
HARS20_chips,2020,HARS,100,117,5,9,W17037-55,100,0.246511369943619
HARS20_chips,2020,HARS,0,118,6,9,W17AF6670-1,0,0
HARS20_chips,2020,HARS,29,118,6,9,W17AF6670-1,0,-0.00200599641539156
HARS20_chips,2020,HARS,36,118,6,9,W17AF6670-1,3.335,0.00267601246014237
HARS20_chips,2020,HARS,42,118,6,9,W17AF6670-1,28.239,0.0714262649416924
HARS20_chips,2020,HARS,56,118,6,9,W17AF6670-1,70.208,0.186236813664436
HARS20_chips,2020,HARS,76,118,6,9,W17AF6670-1,100,0.333883792161942
HARS20_chips,2020,HARS,92,118,6,9,W17AF6670-1,100,0.286204785108566
HARS20_chips,2020,HARS,100,118,6,9,W17AF6670-1,100,0.230758547782898
HARS20_chips,2020,HARS,0,119,7,9,W17043-31,0,0
HARS20_chips,2020,HARS,29,119,7,9,W17043-31,0,-0.00121631973888725
HARS20_chips,2020,HARS,36,119,7,9,W17043-31,1.056,-0.00368292164057493
HARS20_chips,2020,HARS,42,119,7,9,W17043-31,15.911,0.0360140316188335
HARS20_chips,2020,HARS,56,119,7,9,W17043-31,60.693,0.172244250774384
HARS20_chips,2020,HARS,76,119,7,9,W17043-31,99.97,0.345764964818954
HARS20_chips,2020,HARS,92,119,7,9,W17043-31,99.97,0.313278615474701
HARS20_chips,2020,HARS,100,119,7,9,W17043-31,99.97,0.258096694946289
HARS20_chips,2020,HARS,0,12,12,1,W17039-68,0,0
HARS20_chips,2020,HARS,29,12,12,1,W17039-68,0,0.00109968439210206
HARS20_chips,2020,HARS,36,12,12,1,W17039-68,1.843,-0.00328771746717393
HARS20_chips,2020,HARS,42,12,12,1,W17039-68,16.44,0.0360924229025841
HARS20_chips,2020,HARS,56,12,12,1,W17039-68,70.859,0.234731510281563
HARS20_chips,2020,HARS,76,12,12,1,W17039-68,100,0.385724753141403
HARS20_chips,2020,HARS,92,12,12,1,W17039-68,100,0.280181050300598
HARS20_chips,2020,HARS,100,12,12,1,W17039-68,100,0.196371957659721
HARS20_chips,2020,HARS,0,120,8,9,W17042-4,0,0
HARS20_chips,2020,HARS,29,120,8,9,W17042-4,0,-0.00341079267673194
HARS20_chips,2020,HARS,36,120,8,9,W17042-4,0.015,-0.0149991000071168
HARS20_chips,2020,HARS,42,120,8,9,W17042-4,10.266,0.0202605929225683
HARS20_chips,2020,HARS,56,120,8,9,W17042-4,53.961,0.142482131719589
HARS20_chips,2020,HARS,76,120,8,9,W17042-4,100,0.318983972072601
HARS20_chips,2020,HARS,92,120,8,9,W17042-4,100,0.30175593495369
HARS20_chips,2020,HARS,100,120,8,9,W17042-4,100,0.223970860242844
HARS20_chips,2020,HARS,0,121,9,9,W17057-16,0,0
HARS20_chips,2020,HARS,29,121,9,9,W17057-16,0,-0.00240697711706161
HARS20_chips,2020,HARS,36,121,9,9,W17057-16,0.554,-0.00450019724667072
HARS20_chips,2020,HARS,42,121,9,9,W17057-16,21.511,0.0551820993423462
HARS20_chips,2020,HARS,56,121,9,9,W17057-16,57.661,0.180047288537025
HARS20_chips,2020,HARS,76,121,9,9,W17057-16,100,0.355148553848267
HARS20_chips,2020,HARS,92,121,9,9,W17057-16,100,0.319118827581406
HARS20_chips,2020,HARS,100,121,9,9,W17057-16,100,0.233326017856598
HARS20_chips,2020,HARS,0,122,10,9,W17064-27,0,0
HARS20_chips,2020,HARS,29,122,10,9,W17064-27,0,-0.00320455967448652
HARS20_chips,2020,HARS,36,122,10,9,W17064-27,6.184,0.0030338077340275
HARS20_chips,2020,HARS,42,122,10,9,W17064-27,31.251,0.080681212246418
HARS20_chips,2020,HARS,56,122,10,9,W17064-27,78.841,0.253442794084549
HARS20_chips,2020,HARS,76,122,10,9,W17064-27,100,0.390542566776276
HARS20_chips,2020,HARS,92,122,10,9,W17064-27,100,0.323488771915436
HARS20_chips,2020,HARS,100,122,10,9,W17064-27,100,0.189004361629486
HARS20_chips,2020,HARS,0,123,11,9,W17037-3,0,0
HARS20_chips,2020,HARS,29,123,11,9,W17037-3,0,-0.00463105319067836
HARS20_chips,2020,HARS,36,123,11,9,W17037-3,9.27,0.0126617616042495
HARS20_chips,2020,HARS,42,123,11,9,W17037-3,40.447,0.104049429297447
HARS20_chips,2020,HARS,56,123,11,9,W17037-3,94.657,0.314144134521484
HARS20_chips,2020,HARS,76,123,11,9,W17037-3,100,0.373291879892349
HARS20_chips,2020,HARS,92,123,11,9,W17037-3,100,0.310791730880737
HARS20_chips,2020,HARS,100,123,11,9,W17037-3,100,0.252384394407272
HARS20_chips,2020,HARS,0,124,12,9,W17039-3,0,0
HARS20_chips,2020,HARS,29,124,12,9,W17039-3,0,-0.00506375171244144
HARS20_chips,2020,HARS,36,124,12,9,W17039-3,15.093,0.0279110614210367
HARS20_chips,2020,HARS,42,124,12,9,W17039-3,46.227,0.127842381596565
HARS20_chips,2020,HARS,56,124,12,9,W17039-3,96.461,0.329386413097382
HARS20_chips,2020,HARS,76,124,12,9,W17039-3,100,0.358803778886795
HARS20_chips,2020,HARS,92,124,12,9,W17039-3,100,0.301543384790421
HARS20_chips,2020,HARS,100,124,12,9,W17039-3,100,0.226316660642624
HARS20_chips,2020,HARS,0,125,13,9,W17039-16,0,0
HARS20_chips,2020,HARS,29,125,13,9,W17039-16,0,-0.00404850579798222
HARS20_chips,2020,HARS,36,125,13,9,W17039-16,10.113,0.0159562435001135
HARS20_chips,2020,HARS,42,125,13,9,W17039-16,40.195,0.107947669923306
HARS20_chips,2020,HARS,56,125,13,9,W17039-16,86.994,0.283567816019058
HARS20_chips,2020,HARS,76,125,13,9,W17039-16,100,0.359977662563324
HARS20_chips,2020,HARS,92,125,13,9,W17039-16,100,0.28137743473053
HARS20_chips,2020,HARS,100,125,13,9,W17039-16,100,0.209106862545013
HARS20_chips,2020,HARS,0,126,14,9,W17062-6,0,0
HARS20_chips,2020,HARS,29,126,14,9,W17062-6,0,-0.00448081037029624
HARS20_chips,2020,HARS,36,126,14,9,W17062-6,5.097,-0.00586698250845075
HARS20_chips,2020,HARS,42,126,14,9,W17062-6,27.054,0.0646712556481361
HARS20_chips,2020,HARS,56,126,14,9,W17062-6,68.737,0.208444386720657
HARS20_chips,2020,HARS,76,126,14,9,W17062-6,99.947,0.360716819763184
HARS20_chips,2020,HARS,92,126,14,9,W17062-6,99.947,0.306241154670715
HARS20_chips,2020,HARS,100,126,14,9,W17062-6,99.947,0.194312036037445
HARS20_chips,2020,HARS,0,127,1,10,W17060-30,0,0
HARS20_chips,2020,HARS,29,127,1,10,W17060-30,0,-0.00169425748754293
HARS20_chips,2020,HARS,36,127,1,10,W17060-30,1.42,-0.00169271894264966
HARS20_chips,2020,HARS,42,127,1,10,W17060-30,22.032,0.0539889857172966
HARS20_chips,2020,HARS,56,127,1,10,W17060-30,69.902,0.195688501000404
HARS20_chips,2020,HARS,76,127,1,10,W17060-30,99.773,0.34702655673027
HARS20_chips,2020,HARS,92,127,1,10,W17060-30,99.773,0.312739610671997
HARS20_chips,2020,HARS,100,127,1,10,W17060-30,99.773,0.234488755464554
HARS20_chips,2020,HARS,0,128,2,10,W17039-21,0,0
HARS20_chips,2020,HARS,29,128,2,10,W17039-21,0,-0.00442876014858484
HARS20_chips,2020,HARS,36,128,2,10,W17039-21,0.481,-0.00841694697737694
HARS20_chips,2020,HARS,42,128,2,10,W17039-21,23.822,0.0563361272215843
HARS20_chips,2020,HARS,56,128,2,10,W17039-21,72.398,0.197376534342766
HARS20_chips,2020,HARS,76,128,2,10,W17039-21,100,0.335941463708878
HARS20_chips,2020,HARS,92,128,2,10,W17039-21,100,0.271685302257538
HARS20_chips,2020,HARS,100,128,2,10,W17039-21,100,0.12627886235714
HARS20_chips,2020,HARS,0,129,3,10,W17037-7,0,0
HARS20_chips,2020,HARS,29,129,3,10,W17037-7,0,-0.00396854430437088
HARS20_chips,2020,HARS,36,129,3,10,W17037-7,1.319,-0.00332182110287249
HARS20_chips,2020,HARS,42,129,3,10,W17037-7,25.45,0.0614384673535824
HARS20_chips,2020,HARS,56,129,3,10,W17037-7,70.558,0.227247968316078
HARS20_chips,2020,HARS,76,129,3,10,W17037-7,100,0.382141053676605
HARS20_chips,2020,HARS,92,129,3,10,W17037-7,100.027,0.32306694984436
HARS20_chips,2020,HARS,100,129,3,10,W17037-7,100.027,0.245852202177048
HARS20_chips,2020,HARS,0,13,13,1,W17038-4,0,0
HARS20_chips,2020,HARS,29,13,13,1,W17038-4,0,0.00260184542275965
HARS20_chips,2020,HARS,36,13,13,1,W17038-4,4.778,0.00486990204080939
HARS20_chips,2020,HARS,42,13,13,1,W17038-4,28.019,0.0668761730194092
HARS20_chips,2020,HARS,56,13,13,1,W17038-4,80.262,0.271397560834885
HARS20_chips,2020,HARS,76,13,13,1,W17038-4,100,0.377387583255768
HARS20_chips,2020,HARS,92,13,13,1,W17038-4,100,0.316578954458237
HARS20_chips,2020,HARS,100,13,13,1,W17038-4,100,0.234603211283684
HARS20_chips,2020,HARS,0,130,4,10,W17042-5,0,0
HARS20_chips,2020,HARS,29,130,4,10,W17042-5,0,-0.00499397376552224
HARS20_chips,2020,HARS,36,130,4,10,W17042-5,0.597,-0.00799621641635895
HARS20_chips,2020,HARS,42,130,4,10,W17042-5,18.519,0.042050663381815
HARS20_chips,2020,HARS,56,130,4,10,W17042-5,63.892,0.179274007678032
HARS20_chips,2020,HARS,76,130,4,10,W17042-5,100,0.348016351461411
HARS20_chips,2020,HARS,92,130,4,10,W17042-5,100,0.31244683265686
HARS20_chips,2020,HARS,100,130,4,10,W17042-5,100,0.224103137850761
HARS20_chips,2020,HARS,0,131,5,10,W17060-22,0,0
HARS20_chips,2020,HARS,29,131,5,10,W17060-22,0,-0.00277237012051046
HARS20_chips,2020,HARS,36,131,5,10,W17060-22,2.221,0.00058209162671119
HARS20_chips,2020,HARS,42,131,5,10,W17060-22,21.439,0.0537799000740051
HARS20_chips,2020,HARS,56,131,5,10,W17060-22,74.017,0.229470103979111
HARS20_chips,2020,HARS,76,131,5,10,W17060-22,100,0.363854229450226
HARS20_chips,2020,HARS,92,131,5,10,W17060-22,100,0.313222944736481
HARS20_chips,2020,HARS,100,131,5,10,W17060-22,100,0.237925559282303
HARS20_chips,2020,HARS,0,132,6,10,W17062-21,0,0
HARS20_chips,2020,HARS,29,132,6,10,W17062-21,0,-0.00319424364715815
HARS20_chips,2020,HARS,36,132,6,10,W17062-21,3.847,0.0047478349879384
HARS20_chips,2020,HARS,42,132,6,10,W17062-21,32.052,0.0805905237793922
HARS20_chips,2020,HARS,56,132,6,10,W17062-21,92.962,0.288037687540054
HARS20_chips,2020,HARS,76,132,6,10,W17062-21,100,0.368508130311966
HARS20_chips,2020,HARS,92,132,6,10,W17062-21,100,0.332376211881638
HARS20_chips,2020,HARS,100,132,6,10,W17062-21,100,0.263626009225845
HARS20_chips,2020,HARS,0,133,7,10,W17039-29,0,0
HARS20_chips,2020,HARS,29,133,7,10,W17039-29,0,-0.00429679313674569
HARS20_chips,2020,HARS,36,133,7,10,W17039-29,9.028,0.0167607385665178
HARS20_chips,2020,HARS,42,133,7,10,W17039-29,36.899,0.0993440002202988
HARS20_chips,2020,HARS,56,133,7,10,W17039-29,90.43,0.293053090572357
HARS20_chips,2020,HARS,76,133,7,10,W17039-29,100,0.385390549898148
HARS20_chips,2020,HARS,92,133,7,10,W17039-29,100,0.328503578901291
HARS20_chips,2020,HARS,100,133,7,10,W17039-29,100,0.252970993518829
HARS20_chips,2020,HARS,0,134,8,10,W17057-3,0,0
HARS20_chips,2020,HARS,29,134,8,10,W17057-3,0,-0.00614933762699366
HARS20_chips,2020,HARS,36,134,8,10,W17057-3,1.428,-0.00380023731850088
HARS20_chips,2020,HARS,42,134,8,10,W17057-3,29.225,0.0750500112771988
HARS20_chips,2020,HARS,56,134,8,10,W17057-3,94.28,0.320531904697418
HARS20_chips,2020,HARS,76,134,8,10,W17057-3,100,0.384666532278061
HARS20_chips,2020,HARS,92,134,8,10,W17057-3,100,0.238638445734978
HARS20_chips,2020,HARS,100,134,8,10,W17057-3,100,0.151678085327148
HARS20_chips,2020,HARS,0,135,9,10,W17037-77,0,0
HARS20_chips,2020,HARS,29,135,9,10,W17037-77,0,-0.00414351047948003
HARS20_chips,2020,HARS,36,135,9,10,W17037-77,6.393,0.00971844233572483
HARS20_chips,2020,HARS,42,135,9,10,W17037-77,37.207,0.0995942652225494
HARS20_chips,2020,HARS,56,135,9,10,W17037-77,84.003,0.268731415271759
HARS20_chips,2020,HARS,76,135,9,10,W17037-77,100,0.378932744264603
HARS20_chips,2020,HARS,92,135,9,10,W17037-77,100,0.229581668972969
HARS20_chips,2020,HARS,100,135,9,10,W17037-77,100,0.134818971157074
HARS20_chips,2020,HARS,0,136,10,10,W17039-10,0,0
HARS20_chips,2020,HARS,29,136,10,10,W17039-10,0,-0.00547957373782992
HARS20_chips,2020,HARS,36,136,10,10,W17039-10,0.138,-0.0159690044820309
HARS20_chips,2020,HARS,42,136,10,10,W17039-10,10.523,0.0245943535119295
HARS20_chips,2020,HARS,56,136,10,10,W17039-10,54.227,0.165806502103806
HARS20_chips,2020,HARS,76,136,10,10,W17039-10,100,0.371574252843857
HARS20_chips,2020,HARS,92,136,10,10,W17039-10,100,0.306478977203369
HARS20_chips,2020,HARS,100,136,10,10,W17039-10,100,0.233417212963104
HARS20_chips,2020,HARS,0,137,11,10,W17066-26,0,0
HARS20_chips,2020,HARS,29,137,11,10,W17066-26,0,-0.00464040506631136
HARS20_chips,2020,HARS,36,137,11,10,W17066-26,0,-0.0115610165521502
HARS20_chips,2020,HARS,42,137,11,10,W17066-26,17.862,0.0425450429320335
HARS20_chips,2020,HARS,56,137,11,10,W17066-26,78.926,0.252642601728439
HARS20_chips,2020,HARS,76,137,11,10,W17066-26,100,0.367398113012314
HARS20_chips,2020,HARS,92,137,11,10,W17066-26,100,0.27480736374855
HARS20_chips,2020,HARS,100,137,11,10,W17066-26,100,0.199435889720917
HARS20_chips,2020,HARS,0,138,12,10,W17047-10,0,0
HARS20_chips,2020,HARS,29,138,12,10,W17047-10,0,-0.00407553743571043
HARS20_chips,2020,HARS,36,138,12,10,W17047-10,0.197,-0.0110547877848148
HARS20_chips,2020,HARS,42,138,12,10,W17047-10,17.106,0.0415744855999947
HARS20_chips,2020,HARS,56,138,12,10,W17047-10,76.356,0.23896686732769
HARS20_chips,2020,HARS,76,138,12,10,W17047-10,100,0.37052983045578
